saleprice,catprice,sale_num,nbhd,quad,usecode,eyb,num_units,landarea,livingarea,rooms,bedrm,bathrm,hf_bathrm,kitchens,fireplaces,lot_type,heater,AC,style,struct_type,grade,condtn,extwall,intwall,roofing
722391,8,1,36,2,11,1984,1,1840,1279,7,3,3,1,2,0,1,6,3,4,5,2,5,7,4,1
910000,9,1,29,2,24,1982,2,1000,2188,9,6,3,0,1,2,1,8,2,7,5,4,1,7,4,9
325000,4,1,15,2,11,1956,1,1512,1240,7,4,2,0,1,0,1,6,3,4,5,1,1,7,4,9
750000,8,4,7,1,12,1966,1,6350,2100,7,4,2,1,1,1,1,8,3,5,7,1,5,20,4,3
1950000,10,1,50,2,12,2004,1,9087,5164,11,6,5,1,1,6,1,13,3,4,7,11,1,7,5,3
799000,8,1,10,2,11,1966,1,840,1148,6,2,2,0,1,1,1,8,3,4,5,1,5,7,12,9
315000,4,1,6,2,13,1956,1,1399,896,6,2,1,1,1,4,1,8,2,4,6,1,1,7,4,1
220000,3,3,22,3,13,1970,1,1720,832,5,2,1,1,1,1,1,6,3,4,6,2,1,7,4,3
813750,8,1,54,2,11,1994,1,1318,1612,6,3,2,1,1,1,2,13,3,4,4,12,5,7,4,3
268230,3,1,43,3,11,2012,1,1349,1485,6,3,2,0,1,0,1,6,3,7,5,1,7,22,5,3
428000,5,1,56,1,12,1982,1,6728,1459,8,3,3,0,1,2,1,13,3,1,7,2,5,7,4,1
800000,8,2,8,2,11,1962,1,944,1604,8,5,3,0,1,1,2,6,3,4,4,12,1,7,4,9
648287,7,1,9,3,11,1981,1,1120,1532,6,3,1,0,1,1,1,8,3,4,5,9,5,7,12,9
362000,4,1,40,2,11,1959,1,1067,1314,6,3,1,1,1,0,1,8,2,4,5,1,1,7,4,1
1030000,9,5,39,1,24,1979,2,1659,1681,10,4,3,1,2,0,1,6,3,4,5,1,5,7,4,10
890000,9,1,25,2,11,1977,1,1485,1957,7,4,3,1,1,1,1,13,3,7,5,3,1,7,4,1
275000,3,1,28,3,12,1963,1,3600,1008,5,2,1,1,1,1,1,13,3,4,7,1,5,7,4,13
419000,5,3,39,1,11,1963,1,1650,957,5,2,1,0,1,0,1,8,2,4,5,2,5,7,4,9
139000,1,1,18,1,11,1947,1,1641,1152,6,3,1,1,1,0,1,13,3,4,5,2,1,7,4,1
984000,9,1,37,2,13,1968,1,3745,1716,8,3,3,1,1,1,1,8,3,4,6,9,5,7,4,9
377000,5,1,39,4,11,1953,1,1299,1440,6,3,2,0,1,0,1,8,2,4,5,2,5,7,4,9
785000,8,3,15,2,24,1966,2,1414,2226,8,5,3,1,2,2,1,6,3,7,5,1,5,7,4,9
634000,7,5,39,1,11,1963,1,780,944,6,2,1,0,1,0,1,6,3,4,5,2,5,7,4,10
781000,8,3,11,2,12,1965,1,2656,1096,8,3,2,0,1,1,2,13,3,4,7,9,5,7,4,3
575000,7,4,35,1,12,1966,1,4216,1831,6,4,2,1,1,1,1,13,3,4,7,1,5,2,5,3
468000,6,4,56,1,12,1960,1,4893,1157,7,4,2,1,2,0,1,6,3,1,7,2,5,2,5,3
312000,4,1,47,1,13,1969,1,2107,900,5,3,2,0,1,0,1,13,3,4,6,2,5,7,4,1
850000,9,1,31,2,24,1971,2,1788,2616,8,3,3,1,2,5,1,6,3,7,4,12,5,7,4,1
876300,9,5,15,2,11,1983,1,1214,1484,6,4,3,1,1,0,1,6,3,4,5,1,5,7,4,9
549000,6,1,42,2,11,1966,1,3135,2332,8,3,3,1,1,1,1,6,3,4,5,1,5,7,4,9
720000,8,1,6,2,12,1968,1,9231,3225,9,5,3,2,1,1,2,8,3,5,7,9,5,4,4,13
195000,2,3,43,3,11,1963,1,3080,950,5,2,1,0,1,0,1,6,3,4,4,1,1,7,4,3
355000,4,1,15,2,24,1953,2,1746,1680,6,4,2,0,2,1,1,8,2,4,5,2,5,7,12,13
899000,9,1,24,2,11,1981,1,1758,1700,9,3,2,1,1,1,1,6,3,4,5,9,5,7,4,9
412826,5,1,66,1,11,2014,1,1248,1364,6,2,2,1,1,0,2,6,3,4,5,1,3,11,5,3
524500,6,1,66,1,11,2011,1,2530,1824,7,3,2,2,1,1,2,6,3,4,5,9,7,4,4,3
150000,2,1,52,1,11,1942,1,2970,1798,8,3,2,1,1,0,1,11,2,4,4,2,6,7,6,1
1400000,10,1,15,2,11,1986,1,4218,3896,17,5,6,1,1,2,1,8,3,10,4,12,7,7,4,9
310000,4,1,51,1,12,1979,1,5014,1247,7,3,2,1,1,0,1,6,3,1,7,2,1,7,4,3
439555,5,1,66,1,11,2014,1,2105,1344,6,2,2,2,1,0,2,6,3,4,4,1,3,11,5,3
1040000,9,1,11,2,12,1977,1,5040,2419,8,5,4,1,1,1,1,13,3,4,7,3,5,20,4,3
369000,5,1,7,1,11,1963,1,1466,1216,6,3,1,1,1,0,1,6,3,4,5,2,7,7,5,9
275000,3,1,12,2,12,1956,1,7650,2120,6,3,1,0,1,1,1,8,2,2,7,1,1,23,5,3
1090000,10,3,11,2,12,1968,1,5200,1850,7,5,3,1,1,1,1,8,3,5,7,9,5,4,4,13
752945,8,1,39,3,11,2013,1,656,1686,7,3,3,1,1,0,2,6,3,7,5,12,3,4,5,1
432000,5,1,7,1,12,1963,1,6750,1321,8,3,2,0,1,1,1,8,2,1,7,2,7,23,4,3
427500,5,1,19,2,24,1968,2,1499,1940,6,3,3,1,2,0,1,6,3,4,5,9,1,7,5,1
900000,9,1,54,2,11,1999,1,979,2052,7,3,3,2,1,2,2,13,3,7,5,11,1,7,4,3
975000,9,5,39,1,24,1968,2,1520,1464,8,4,3,0,2,0,1,9,3,4,5,9,5,7,4,9
1000000,9,4,9,1,24,1962,4,1616,2206,11,3,4,0,4,0,1,14,2,7,5,12,1,7,4,9
550000,6,1,35,1,12,1966,1,4922,1618,7,4,3,1,1,0,1,8,3,4,7,1,7,7,4,3
130000,1,1,18,1,11,1957,1,1952,969,5,2,1,0,1,0,1,6,3,4,4,2,1,7,12,9
824000,9,1,27,2,12,1970,1,7838,2480,6,4,3,1,1,2,1,6,3,1,7,9,5,7,4,3
1285000,10,1,13,2,12,1971,1,5956,2938,11,6,3,1,1,1,1,13,3,5,7,12,5,7,4,13
402000,5,2,35,1,12,1962,1,5000,1247,7,3,2,1,1,0,1,13,3,1,7,2,5,7,4,3
1250000,10,1,25,2,11,1982,1,2000,2088,8,3,3,1,1,2,1,13,3,4,4,11,5,7,4,9
1475000,10,4,11,2,12,1971,1,5024,2894,7,3,2,1,1,1,1,8,3,4,7,12,7,18,4,13
365000,4,1,39,1,11,1963,1,709,912,5,2,1,0,1,0,1,6,3,4,5,2,5,7,4,1
767500,8,3,15,2,13,1983,1,1375,1384,6,4,3,1,2,1,1,8,3,4,6,1,5,7,4,1
1250000,10,1,38,2,24,1977,2,3900,2640,10,5,4,1,2,1,1,13,3,5,6,3,5,7,4,9
755000,8,3,7,1,11,2014,1,873,1582,6,3,3,1,1,0,2,6,3,7,5,9,7,4,5,1
889500,9,2,54,2,11,1999,1,954,2052,8,4,2,2,1,1,2,13,3,7,5,11,1,7,4,3
220000,3,1,33,3,12,1963,1,4000,1796,8,4,3,0,1,0,1,6,3,4,7,2,5,22,5,3
467000,6,3,42,2,11,1963,1,2001,1164,6,3,2,0,1,0,1,6,3,4,4,2,5,7,4,9
476000,6,1,9,3,24,1953,2,910,1002,6,3,2,0,2,3,1,8,3,4,5,2,1,7,5,9
622000,7,1,7,1,11,2013,1,881,1582,6,3,3,1,1,0,2,6,3,7,4,9,7,7,5,1
1028750,9,1,30,2,12,2007,1,5167,2139,8,5,3,1,1,0,1,13,3,4,7,3,5,23,4,3
720000,8,1,39,3,11,1983,1,990,1336,10,4,3,1,2,0,1,6,3,4,4,1,7,7,4,9
305000,4,1,18,3,11,2010,1,3169,1400,6,3,2,1,1,0,1,6,3,4,4,1,3,22,4,3
725000,8,1,36,2,11,1968,1,1636,1623,6,3,2,1,1,0,1,6,3,4,5,9,5,7,4,1
1650000,10,1,29,2,11,1995,1,1440,3613,12,6,3,2,1,2,2,13,3,7,5,4,5,7,4,1
680000,7,1,25,2,11,1968,1,900,1229,5,2,1,0,1,1,1,8,3,4,4,11,1,7,4,9
810000,8,1,11,2,12,1971,1,5058,2248,6,3,3,1,1,1,2,13,3,5,7,12,5,4,4,13
910000,9,1,1,2,12,1968,1,7680,2072,7,4,3,0,1,1,2,8,3,5,7,9,5,7,4,3
208791,2,4,18,1,13,1953,1,2125,1152,6,3,1,1,1,0,1,6,3,4,6,2,1,7,12,1
679000,7,1,31,2,11,1986,1,1764,2356,8,5,3,0,1,2,1,8,3,7,5,12,5,7,5,1
752000,8,1,21,2,13,1959,1,4125,1926,9,5,2,1,1,1,1,8,3,5,6,9,5,7,4,2
1675000,10,1,50,2,12,1982,1,7809,2381,9,4,4,0,1,3,1,6,3,5,7,11,7,6,4,13
544000,6,1,9,3,11,1956,1,1914,1596,5,2,1,1,1,1,2,8,2,4,5,1,5,7,4,1
1203000,10,1,53,2,12,1981,1,10500,3013,12,5,3,1,1,2,1,13,3,5,7,9,5,7,4,13
1525000,10,1,29,2,24,1962,4,2167,4481,13,9,6,2,4,2,1,13,3,7,5,12,1,7,4,1
180000,2,1,43,3,23,1956,4,3699,2720,8,4,4,0,4,0,2,8,2,4,2,1,1,7,4,9
157371,2,1,28,3,12,1956,1,5000,971,5,2,1,0,1,0,2,8,2,1,7,1,1,23,1,3
800000,8,1,15,2,24,1968,4,1732,2503,13,8,6,0,4,0,1,8,3,7,5,9,5,7,12,9
369955,5,2,32,1,11,2016,1,906,1236,5,3,2,1,1,0,2,6,3,4,5,1,7,4,5,3
437000,5,1,7,1,12,1963,1,3062,1602,9,5,3,0,1,2,1,6,3,2,7,2,5,22,12,3
299000,4,1,42,2,11,1963,1,1700,1640,9,4,1,1,1,0,1,6,3,4,5,2,1,7,4,14
1115000,10,1,38,2,13,1991,1,3001,2064,7,3,3,1,1,2,1,13,3,4,6,12,5,7,4,1
744731,8,3,7,1,11,2015,1,776,1398,6,3,3,1,1,0,2,6,3,7,5,9,7,4,5,1
240000,3,4,22,3,13,1969,1,5231,992,8,2,2,0,1,0,1,6,3,4,6,2,1,7,5,3
1500000,10,2,25,2,11,2000,1,1617,2666,6,3,4,1,1,1,2,13,3,7,5,3,5,7,4,3
975000,9,1,26,2,12,1968,1,2781,1479,6,4,2,1,2,1,1,8,3,2,7,9,5,20,4,3
398790,5,4,16,3,11,2012,1,5186,1564,7,3,2,1,1,0,1,13,3,7,4,1,7,18,5,3
681600,7,1,9,3,11,1979,1,1041,1376,8,2,2,1,1,1,1,6,3,4,4,1,5,7,5,7
755000,8,1,1,2,12,1962,1,3850,2048,6,4,3,1,1,1,1,8,3,4,7,12,1,7,4,13
369938,5,2,32,1,11,2016,1,906,1216,7,3,2,1,1,0,2,6,3,4,5,1,7,4,5,3
283000,3,1,18,1,13,2009,1,3109,933,7,4,2,1,1,0,1,6,3,17,6,1,7,22,4,3
875000,9,1,40,2,24,1968,2,2000,3306,10,4,3,1,2,1,1,6,3,7,5,9,5,7,4,1
315000,4,3,32,1,11,1963,1,1672,992,5,2,2,1,1,0,1,6,3,4,5,2,5,7,4,1
380000,5,1,52,1,23,1963,4,2703,3164,16,8,4,0,4,0,1,9,3,4,2,2,5,7,4,1
1685000,10,3,50,2,12,2002,1,7243,3460,7,5,4,1,2,3,1,13,3,4,7,3,1,7,4,13
685000,7,1,40,2,24,1971,2,2430,1496,11,4,2,1,2,2,1,13,3,4,5,12,5,7,5,1
1065000,9,1,25,2,11,1982,1,806,1581,5,3,2,2,1,1,1,13,3,7,5,11,5,7,4,9
775000,8,1,49,2,12,1985,1,4000,2608,11,5,4,1,1,1,1,8,3,5,7,9,5,20,4,3
837500,9,3,42,2,11,1979,1,2237,1732,10,4,3,1,1,1,1,6,3,4,4,1,7,7,4,14
566500,7,1,31,2,11,1968,1,1631,2446,8,5,4,1,1,2,1,6,3,7,5,9,1,7,5,1
866500,9,1,11,2,12,1971,1,7000,1810,7,3,2,2,1,2,1,13,3,4,7,12,5,7,4,13
299014,4,1,43,3,11,2012,1,1700,1881,6,4,2,1,1,0,1,6,3,7,5,1,7,22,5,3
231000,3,1,7,1,13,1958,1,1654,816,5,2,1,0,1,0,1,8,3,4,6,2,1,7,4,3
735000,8,1,11,2,12,1969,1,3648,1630,7,5,2,1,1,1,1,6,3,4,7,12,5,4,4,3
950000,9,1,11,2,12,1971,1,5438,2494,9,5,3,1,1,1,2,6,3,4,7,12,5,7,4,13
465000,6,1,39,1,11,1966,1,825,1188,6,3,1,1,1,1,1,6,3,4,4,1,5,7,4,1
1460000,10,1,1,2,13,2011,1,3024,2575,8,4,4,1,1,3,1,6,3,5,6,12,3,23,5,3
185000,2,1,52,1,11,1953,1,1806,1352,7,4,1,1,1,0,1,6,2,4,4,2,1,7,4,1
225000,3,3,32,1,11,1955,1,1474,832,5,2,2,0,1,0,1,6,3,4,4,2,1,7,4,1
845000,9,3,8,2,11,1959,1,2500,1470,7,3,2,0,1,1,1,8,2,4,5,9,5,7,5,9
224000,3,1,7,1,11,1960,1,2148,1320,7,3,1,1,1,0,1,8,2,4,5,2,1,7,5,9
350000,4,1,52,1,23,1963,4,2400,2912,12,8,4,0,4,0,1,6,3,4,2,2,5,7,4,1
1599000,10,4,40,2,12,1986,1,980,1658,12,4,3,2,1,1,2,8,3,4,7,12,7,7,4,1
169000,2,1,22,3,13,1967,1,2690,1024,5,3,2,0,1,0,1,6,3,4,6,2,1,7,5,1
1100000,10,1,25,2,13,1982,1,872,1024,7,3,3,0,2,1,2,8,3,4,6,11,5,7,4,9
523285,6,1,7,1,11,2014,1,721,1308,6,3,2,1,1,0,2,6,3,7,5,9,7,4,5,1
2100000,10,3,13,2,12,1977,1,4204,3549,15,5,4,1,1,1,1,6,3,5,7,3,5,7,4,13
1540000,10,3,25,2,11,1982,1,1640,1302,7,2,3,0,1,1,1,13,3,4,5,11,7,7,4,9
1505000,10,1,4,2,12,2000,1,6313,3140,12,4,4,2,1,3,1,13,3,7,7,11,5,7,12,13
179500,2,1,2,3,11,1953,1,1728,1340,6,3,1,0,1,1,2,8,3,4,4,2,5,22,12,9
670000,7,1,1,2,12,1968,1,3600,1188,7,3,1,1,1,1,1,13,3,4,7,9,5,7,4,13
434900,5,1,7,1,11,1990,1,1370,1048,6,2,2,0,1,0,1,6,3,4,5,2,7,7,4,1
700000,8,3,42,2,11,1977,1,2075,1440,10,4,3,1,1,0,1,6,3,4,5,2,7,7,4,9
1350000,10,1,25,2,11,1988,1,2167,2608,8,5,3,1,1,2,2,13,3,4,4,11,5,7,4,13
410000,5,1,49,2,13,1968,1,2764,2280,8,4,2,2,1,1,1,8,2,5,6,9,1,7,4,2
562500,7,1,39,3,11,1966,1,1200,1360,6,2,2,0,1,0,1,6,3,4,5,1,7,7,4,1
500000,6,1,7,1,12,1987,1,4800,1825,8,3,2,2,1,1,2,13,3,17,7,9,5,6,12,3
231400,3,1,42,2,11,1953,1,2252,1460,6,3,1,0,1,0,2,8,2,4,4,2,1,7,4,9
399900,5,6,52,1,11,1961,2,1460,1184,6,3,2,0,1,0,1,6,3,4,7,2,1,7,4,1
385000,5,3,6,2,13,1966,1,1930,1056,6,3,1,1,1,0,1,8,3,4,6,1,1,7,4,1
735000,8,1,26,2,11,1966,1,1350,1332,7,3,2,0,1,0,1,8,3,4,5,9,5,7,4,13
545000,6,1,7,1,12,1966,1,4625,1740,7,5,3,1,1,0,1,6,3,4,7,1,7,22,4,3
859000,9,1,11,2,12,1968,1,5527,2264,9,3,2,2,1,2,1,13,3,4,7,9,5,7,4,13
761300,8,5,7,1,12,1966,1,4604,1458,8,3,2,1,1,1,1,8,3,4,7,9,5,3,4,3
244950,3,1,56,1,12,1960,1,3550,1056,6,3,2,1,1,1,1,8,2,2,7,2,1,2,4,3
940000,9,1,9,1,11,2000,2,1450,1507,8,3,3,1,2,1,2,9,3,4,4,2,7,23,4,9
250000,3,2,32,1,11,1963,1,1606,832,5,2,1,1,1,0,1,6,3,4,5,2,5,7,4,1
535000,6,1,15,2,24,1983,2,2215,1360,6,4,3,1,2,0,1,6,3,4,5,1,5,7,4,9
275000,3,1,42,2,11,1946,1,1710,1512,7,4,2,0,1,0,1,8,2,4,5,1,1,7,4,9
682000,7,4,15,2,11,1983,1,1592,1748,6,4,2,0,1,0,1,6,3,4,5,1,5,7,4,9
603000,7,1,36,2,11,1959,1,3289,2240,9,4,3,0,1,1,1,8,2,5,4,9,1,7,4,1
475000,6,4,5,1,11,1963,1,1406,1560,7,4,2,0,1,0,1,6,3,4,4,2,7,7,4,1
334800,4,5,18,1,11,1967,1,1600,1056,6,3,2,0,1,0,1,6,3,4,5,2,5,7,4,1
1800000,10,1,41,2,12,2010,1,5945,4395,12,5,5,1,2,2,1,6,3,5,7,12,5,23,4,3
205000,2,1,2,3,13,1963,1,3120,1588,6,3,2,0,1,0,1,6,3,4,6,2,5,22,4,3
376390,5,1,15,2,11,1977,1,1417,1078,6,3,2,0,1,1,1,8,2,4,4,2,5,7,4,9
805000,8,1,17,2,12,1968,1,6000,1523,6,3,2,2,1,1,2,13,3,5,7,9,7,6,4,13
3663000,10,1,29,2,12,1995,1,7530,5504,12,9,7,1,1,5,1,13,3,7,7,4,5,7,4,13
300000,4,1,6,2,11,1953,1,3237,1640,9,4,2,0,1,1,1,8,2,6,4,2,1,7,4,1
470000,6,3,56,1,12,1963,1,5322,945,6,3,3,1,1,0,1,6,3,4,7,2,7,22,5,3
750000,8,3,48,2,12,1959,1,8375,2201,9,4,3,2,1,1,1,8,2,4,7,9,5,7,4,3
818000,8,1,26,2,24,1968,2,1800,1240,7,3,3,0,2,0,1,8,3,4,5,9,5,7,4,9
426000,5,1,42,2,24,1963,2,2511,1718,6,3,2,1,2,1,1,6,3,4,5,2,5,7,4,3
135000,1,1,18,1,13,1953,1,1173,1120,6,2,2,0,1,0,2,8,2,4,6,2,1,7,4,1
149900,2,1,22,3,13,1960,1,4079,1056,6,3,2,0,1,0,1,6,2,4,6,2,1,7,4,3
110000,1,1,3,3,11,1958,1,1584,960,6,3,1,0,1,0,1,6,2,4,5,2,1,7,4,1
348500,4,1,5,1,11,1977,1,2380,1120,6,3,2,1,1,0,1,6,3,4,5,2,7,7,4,1
531000,6,1,39,1,11,1966,1,987,1368,7,4,2,0,1,0,1,8,3,4,5,1,7,7,5,1
779000,8,4,9,3,11,1963,1,1125,1254,5,2,2,0,1,1,1,9,3,4,5,2,5,7,1,1
445000,5,3,35,1,12,1963,1,3868,1334,6,3,1,0,1,1,1,13,3,4,7,1,5,7,4,13
582000,7,1,15,2,11,1979,1,1264,1504,6,4,3,1,2,1,1,8,3,4,5,1,5,7,4,9
1165000,10,3,9,1,11,1971,1,2060,2520,10,4,3,1,1,3,2,8,3,7,4,1,5,7,4,9
2900000,10,1,25,2,12,1993,1,9181,5486,3,4,4,1,1,3,1,8,3,10,7,4,5,7,4,9
500000,6,1,31,2,11,1968,1,1056,1760,6,3,1,1,1,2,1,6,3,4,5,9,5,7,5,1
830000,9,1,11,2,11,2007,1,848,1600,8,3,2,1,1,1,2,13,3,8,5,3,3,7,4,3
925000,9,1,21,2,12,1979,1,7845,2596,8,4,3,0,1,1,1,6,3,1,7,9,5,7,4,3
264900,3,1,42,2,11,1963,1,2494,1568,8,4,1,1,1,0,1,8,2,4,5,2,1,7,4,9
504000,6,1,1,2,12,1968,1,4010,1858,6,2,2,0,1,0,1,8,2,4,7,9,1,23,4,3
1017500,9,3,39,1,24,1981,2,1625,1512,8,4,3,1,2,1,1,6,3,4,5,9,7,7,4,1
210000,2,1,33,3,13,1967,1,2948,1224,7,3,2,0,1,0,1,6,3,4,6,2,5,7,4,1
364000,4,1,39,3,11,1953,1,1488,1840,7,4,2,1,1,0,1,8,2,4,4,1,1,7,4,9
1325000,10,1,25,2,11,1975,1,1933,2963,7,4,3,1,1,3,1,13,3,7,5,11,5,7,5,9
780000,8,4,19,1,11,1966,1,1500,2102,9,6,3,1,1,1,1,6,3,5,5,9,5,7,5,1
1335000,10,1,25,2,11,1980,1,1111,1848,8,4,2,2,1,3,1,8,3,7,4,11,5,7,4,9
189000,2,1,18,1,13,1965,1,2360,810,4,2,2,0,1,1,1,6,3,4,6,2,5,4,4,3
1250000,10,1,21,2,12,1983,1,4273,1901,8,4,4,1,1,2,2,6,3,4,7,12,7,7,4,13
504680,6,1,15,2,24,1966,2,2700,1822,9,3,2,1,2,1,1,6,3,4,5,1,5,7,4,9
505000,6,1,40,2,11,1971,1,756,888,5,2,1,0,1,0,1,13,3,4,5,1,7,7,4,3
789152,8,1,51,1,12,2014,1,5341,2548,8,4,3,1,1,1,1,6,3,5,7,9,7,7,4,3
553000,6,1,42,2,11,1981,1,2622,1372,12,4,3,1,1,0,1,6,3,4,5,2,7,7,4,9
749900,8,1,39,3,11,1966,1,1743,2470,8,5,4,1,1,0,1,8,3,4,5,1,5,7,4,10
180000,2,1,43,3,13,1970,1,2595,832,4,2,1,0,1,0,1,6,3,4,6,2,5,7,4,3
200000,2,1,16,3,12,1962,1,3664,2516,6,3,2,1,1,0,1,6,3,4,7,2,1,7,4,1
780000,8,4,39,3,11,1963,1,1082,1400,6,3,2,0,1,1,1,8,3,4,5,2,7,7,5,1
449963,5,3,32,1,11,2016,1,1200,1520,7,3,3,0,1,0,1,6,3,4,4,1,7,4,5,3
542000,6,1,35,1,13,1966,1,2500,1595,7,3,3,1,1,1,1,6,3,4,6,1,7,7,4,1
352500,4,1,28,3,12,1976,1,5270,1662,9,3,2,1,1,2,1,13,3,4,7,9,5,5,1,3
330000,4,1,47,1,13,1968,1,2335,1292,7,3,1,1,1,0,1,6,3,4,6,2,5,7,4,1
166150,2,2,22,3,13,1959,1,1720,832,6,2,1,0,1,1,1,13,3,4,6,2,1,7,4,3
205000,2,1,52,1,11,1966,1,1100,1014,5,3,2,0,1,0,1,6,2,4,5,1,1,7,4,1
550000,6,1,53,2,13,1960,1,4237,1648,6,4,1,1,1,1,1,8,2,5,6,2,5,20,4,3
920000,9,1,9,3,24,1968,2,1281,1861,9,4,3,1,2,2,1,8,3,7,5,9,5,7,4,9
340000,4,4,39,1,11,1963,1,792,728,4,2,1,0,1,0,1,6,2,4,5,2,1,7,12,9
345000,4,3,47,1,13,1963,1,2654,1088,6,3,1,1,1,0,1,6,3,4,6,2,5,7,1,3
500000,6,1,40,2,11,1963,1,1793,1542,6,3,2,1,1,0,1,6,3,4,5,2,5,7,12,9
359500,4,1,56,1,12,1966,1,4685,1416,6,3,2,1,1,0,2,6,3,4,7,1,5,20,4,3
650000,7,2,9,3,13,1963,1,977,984,5,3,1,1,1,1,2,6,3,4,6,1,5,20,4,3
350000,4,1,40,2,11,1956,1,1063,1312,6,3,1,0,1,0,1,6,3,4,5,1,1,7,5,9
459900,6,3,47,1,11,1971,1,2426,1152,6,3,2,1,1,0,1,6,3,4,4,2,5,7,4,1
1130000,10,1,50,2,12,1968,1,6400,2582,12,4,3,1,1,2,2,6,3,6,7,12,5,7,5,3
200000,2,1,52,1,11,1963,1,1307,1310,6,3,1,1,1,0,1,13,3,4,4,2,1,7,4,1
353500,4,1,7,1,11,1963,1,2975,1064,6,3,2,0,1,0,1,6,3,4,4,1,5,7,5,1
1239000,10,3,8,2,11,2002,1,1640,1720,6,3,3,1,1,2,2,13,3,4,5,12,5,3,4,3
369500,5,1,39,1,11,1966,1,1556,1388,6,3,2,1,1,0,1,6,3,4,5,1,1,7,5,1
1830000,10,5,39,3,24,2012,2,2275,2398,10,5,3,1,2,2,1,6,3,4,4,12,7,7,4,1
540000,6,1,48,2,12,1971,1,4758,2268,7,4,2,1,1,1,1,8,2,5,7,12,5,7,4,13
355000,4,1,18,3,12,2010,1,6548,1720,6,3,2,1,1,0,1,6,3,4,7,1,7,4,4,3
558000,6,1,7,1,13,1966,1,2620,1424,8,3,3,1,1,1,1,6,3,4,6,1,7,7,4,9
705000,8,1,11,2,12,1976,1,3300,1400,6,2,2,0,1,1,1,6,3,4,7,12,5,7,4,3
554900,6,1,15,2,11,1966,1,1754,1744,6,4,3,1,1,1,1,8,3,4,5,1,5,7,4,9
375000,5,1,56,1,11,1998,1,1446,1632,6,3,3,1,1,0,2,9,3,7,4,1,5,22,5,3
1897500,10,2,50,2,12,1987,1,7050,3181,13,6,5,1,1,1,1,6,3,5,7,12,7,4,4,13
475000,6,6,7,1,11,1956,1,1690,1362,6,3,1,1,1,0,1,8,2,4,5,1,1,7,4,1
235000,3,4,33,3,23,1961,4,2533,2340,12,4,4,0,4,0,1,6,2,4,2,2,1,7,4,1
545000,6,1,48,2,12,1971,1,4062,1505,8,3,2,1,1,1,1,6,3,4,7,12,5,7,4,13
300000,4,2,47,1,13,1961,1,1969,1088,6,3,1,2,1,0,1,6,3,4,6,2,1,7,4,1
725000,8,1,11,2,11,1968,1,3780,1532,8,4,2,2,1,1,1,13,3,4,4,9,5,7,4,1
899900,9,3,40,2,11,1966,1,1274,1802,8,3,2,1,1,0,1,6,3,4,5,1,7,7,4,1
207000,2,1,47,1,13,1967,1,4244,1116,4,3,1,1,1,0,1,13,3,4,6,2,1,7,1,3
930000,9,1,36,2,24,1971,2,1943,2674,9,5,3,1,2,1,1,13,3,7,5,12,5,7,4,1
885000,9,1,9,3,11,1968,1,1863,2026,6,4,3,1,1,2,2,6,3,4,4,9,5,7,12,4
268000,3,1,16,3,23,1963,2,4000,2508,12,4,6,0,2,0,1,8,3,4,2,2,5,7,4,1
750000,8,4,39,3,11,1966,1,1579,1240,8,3,2,1,2,0,1,6,3,4,5,1,5,7,4,9
495000,6,1,56,1,12,1966,1,16000,3280,10,6,2,1,1,1,1,8,3,4,7,1,5,22,4,3
262000,3,1,6,2,13,1956,1,1171,1054,6,3,2,0,1,0,1,8,2,4,6,1,1,7,4,1
875000,9,3,9,3,11,1966,1,1095,1646,6,3,1,1,1,2,1,8,3,4,5,1,5,7,4,9
2375000,10,3,8,2,12,2002,1,15898,4755,10,4,4,1,2,3,2,13,3,5,7,3,5,3,5,3
550000,6,1,39,3,11,1977,1,1809,960,6,2,2,1,1,0,2,8,3,4,5,2,7,7,4,9
800000,8,1,48,2,12,1977,1,18250,2584,7,4,4,1,1,2,1,6,3,1,7,9,5,5,1,3
1260000,10,1,53,2,12,1973,1,7464,3325,11,4,4,1,1,2,1,13,3,5,7,9,5,7,4,13
554100,6,4,15,2,11,1966,1,1000,882,6,3,2,0,1,0,1,6,3,4,5,1,5,7,12,9
1950000,10,1,13,2,12,1977,1,6750,4476,10,6,6,0,1,1,1,13,3,5,7,3,5,23,4,13
647500,7,1,42,2,11,1979,1,1382,1887,10,4,3,1,1,1,1,6,3,4,4,1,7,7,4,9
490000,6,1,19,2,11,1968,1,1388,2115,8,5,3,1,2,2,1,8,2,5,5,9,1,7,4,1
519025,6,1,66,1,11,2011,1,2130,1784,7,3,2,2,1,1,2,6,3,4,5,9,7,4,4,3
374000,5,1,35,1,12,1960,1,4900,1400,6,3,2,0,1,1,1,13,3,4,7,1,5,7,4,3
750000,8,1,36,2,24,1962,4,2530,2842,13,5,4,0,2,2,1,8,2,7,5,12,1,7,4,9
389000,5,4,2,3,11,1966,1,1681,1284,7,3,1,1,1,0,1,6,3,4,5,1,7,7,4,9
329900,4,1,39,3,11,1953,1,1190,872,5,2,1,1,1,1,1,8,3,4,5,2,1,7,4,9
663975,7,4,48,2,12,1962,1,5179,1724,7,3,2,1,1,2,1,6,3,4,7,12,1,7,4,13
354900,4,1,42,2,11,1953,1,1512,1152,6,3,2,0,1,0,1,6,3,4,5,2,5,7,4,1
424658,5,3,32,1,11,2016,1,920,1520,7,3,2,1,1,0,2,6,3,4,5,1,7,22,5,3
